intent,patterns,bot_response
barangay_clearance,Q404: Clearance is needed for job applications and legal documents.,Clearance is needed for job applications and legal documents.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
curfew,Q406: Minors must stay indoors during curfew (10 PM - 4 AM).,Minors must stay indoors during curfew (10 PM - 4 AM).
permits,Q407: Business permits are processed through the barangay before city hall.,Business permits are processed through the barangay before city hall.
community_service,Q408: Barangay promotes community volunteerism.,Offenders may be required to join clean-up drives.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
alcohol_regulation,Q410: Liquor ban applies during fiestas and election periods.,Liquor ban applies during fiestas and election periods.
community_service,Q411: Barangay promotes community volunteerism.,Community service may be given as penalty for minor offenses.
community_service,Q412: Community service may be given as penalty for minor offenses.,Offenders may be required to join clean-up drives.
violence,What is the barangay's policy on domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,How does the barangay handle cases of domestic abuse?,Barangay strictly prohibits domestic violence and physical assault.
loitering,Q414: Groups gathering in restricted areas may be dispersed by barangay tanods.,Loitering rules are enforced for minors and late-night gatherings.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
alcohol_regulation,Q417: Liquor ban applies during fiestas and election periods.,Residents must follow restrictions on alcohol to avoid penalties.
curfew,Q418: Minors must stay indoors during curfew (10 PM - 4 AM).,Minors must stay indoors during curfew (10 PM - 4 AM).
loitering,Q419: Loitering in public areas during curfew is prohibited.,Loitering in public areas during curfew is prohibited.
community_service,Q420: Community service may be given as penalty for minor offenses.,Community service may be given as penalty for minor offenses.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
violence,What is the barangay's policy on domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,How does the barangay handle cases of domestic abuse?,Barangay strictly prohibits domestic violence and physical assault.
community_service,Q423: Barangay promotes community volunteerism.,Offenders may be required to join clean-up drives.
loitering,Q424: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
barangay_clearance,Q425: Clearance is needed for job applications and legal documents.,Requirements for clearance include valid ID and barangay residency.
loitering,Q426: Groups gathering in restricted areas may be dispersed by barangay tanods.,Loitering in public areas during curfew is prohibited.
alcohol_regulation,Q427: Alcohol selling is prohibited after 10:00 PM.,Liquor ban applies during fiestas and election periods.
curfew,Q428: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Minors must stay indoors during curfew (10 PM - 4 AM).
barangay_clearance,Q429: Clearance is needed for job applications and legal documents.,Requirements for clearance include valid ID and barangay residency.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
barangay_clearance,Q431: Requirements for clearance include valid ID and barangay residency.,Clearance is needed for job applications and legal documents.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
barangay_clearance,Q433: Clearance is needed for job applications and legal documents.,Barangay clearance can be requested at the Barangay Hall during office hours.
alcohol_regulation,Q434: Residents must follow restrictions on alcohol to avoid penalties.,Liquor ban applies during fiestas and election periods.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
